neighborhood,room_type,accommodates,bedrooms,number_of_reviews,wifi,cable_tv,washer,kitchen,price
4,2,2,1.0,5,1,1,1,1,30.0
1,2,2,1.0,2,1,1,1,1,70.0
5,1,4,1.0,1,1,0,1,1,80.0
4,2,1,1.0,0,1,1,1,1,27.0
1,1,4,1.0,1,1,0,1,1,120.0
5,1,6,3.0,77,1,0,1,1,96.0
8,2,2,1.0,17,1,1,1,1,55.0
1,3,1,1.0,0,1,0,1,1,17.0
2,1,4,1.0,1,1,0,1,1,35.0
3,2,2,1.0,11,1,1,1,1,20.0
3,2,2,1.0,1,1,1,1,1,20.0
2,2,1,1.0,0,1,1,1,1,35.0
3,1,2,0.0,41,1,0,1,1,35.0
3,1,2,1.0,7,1,1,1,1,75.0
5,1,6,3.0,83,1,0,1,1,96.0
4,2,2,1.0,102,1,1,1,1,28.0
4,1,2,1.0,16,1,1,1,1,59.0
2,1,2,1.0,6,1,1,1,1,75.0
8,1,3,2.0,7,1,0,1,1,42.0
5,2,2,1.0,12,1,1,1,1,36.0
3,1,4,0.0,37,1,1,0,1,60.0
3,1,3,2.0,1,1,1,1,1,120.0
3,2,2,1.0,1,1,1,1,1,35.0
1,2,1,1.0,9,1,0,1,1,20.0
2,2,2,1.0,1,1,0,1,1,22.0
4,2,2,1.0,79,1,0,1,0,40.0
4,1,2,1.0,3,1,1,1,1,55.0
2,2,2,1.0,6,1,1,1,1,14.0
1,1,2,1.0,1,0,1,1,1,40.0
3,2,2,1.0,117,1,0,1,1,34.0
4,1,2,1.0,1,1,1,1,1,50.0
1,2,2,1.0,0,1,0,1,1,21.0
5,1,6,3.0,12,1,0,1,1,299.0
5,2,1,1.0,22,1,1,1,1,31.0
2,1,2,1.0,8,1,1,1,1,60.0
6,2,1,1.0,0,1,0,1,1,35.0
1,2,2,1.0,0,1,1,1,1,25.0
8,1,2,1.0,0,1,1,1,1,69.0
2,1,3,1.0,0,1,1,1,1,39.0
2,2,3,1.0,3,1,1,1,1,20.0
7,1,1,1.0,0,1,1,1,1,20.0
1,1,2,1.0,4,1,0,1,1,75.0
1,1,5,2.0,6,0,1,0,0,65.0
1,1,2,1.0,1,1,0,1,1,75.0
4,2,1,1.0,3,1,1,1,1,30.0
6,2,4,1.0,16,1,1,1,1,31.0
5,1,2,1.0,0,1,0,1,1,50.0
4,1,4,1.0,8,1,0,1,1,95.0
3,2,4,1.0,0,1,0,1,1,9.0
4,1,2,1.0,0,1,1,1,1,35.0
6,1,2,1.0,14,1,0,1,1,69.0
1,1,3,0.0,2,1,0,1,1,60.0
4,1,3,1.0,156,1,0,0,1,48.0
1,1,1,1.0,6,1,1,1,1,65.0
8,1,2,1.0,19,0,0,1,1,79.0
7,2,2,1.0,23,1,0,0,1,50.0
6,2,2,1.0,1,1,0,0,1,40.0
1,1,2,1.0,0,1,1,1,1,50.0
6,2,2,1.0,207,1,0,1,0,55.0
2,1,2,1.0,2,1,0,1,0,30.0
4,2,1,1.0,1,1,1,1,1,25.0
1,3,2,1.0,2,1,0,0,1,29.0
5,1,2,1.0,0,1,0,1,1,24.0
2,1,2,1.0,23,1,0,1,1,120.0
3,1,2,1.0,0,1,0,1,1,51.0
2,1,2,1.0,66,1,0,1,1,60.0
6,2,2,1.0,144,1,1,1,1,42.0
3,2,2,1.0,0,1,0,1,1,50.0
1,1,3,1.0,4,1,0,1,1,85.0
4,1,6,2.0,4,1,1,0,1,100.0
1,2,1,1.0,4,1,1,0,1,23.0
1,2,2,1.0,3,1,1,1,1,18.0
1,2,2,1.0,11,1,1,1,1,24.0
4,1,2,1.0,0,1,1,0,1,45.0
1,1,3,1.0,1,1,1,1,1,50.0
4,1,5,2.0,141,1,0,1,1,79.0
1,1,4,1.0,5,1,1,1,1,80.0
2,2,2,1.0,1,1,1,1,1,16.0
2,2,3,1.0,1,1,1,1,1,20.0
1,2,2,1.0,5,1,1,1,1,35.0
4,2,1,1.0,3,0,1,0,1,21.0
3,2,2,1.0,2,1,1,0,1,30.0
3,2,2,1.0,52,1,0,1,1,38.0
7,2,2,1.0,191,1,1,1,1,20.0
1,2,2,1.0,1,1,0,1,1,27.0
6,2,2,1.0,10,1,1,1,1,24.0
2,1,2,2.0,12,1,1,1,1,65.0
1,2,2,1.0,10,1,1,1,1,50.0
4,2,1,1.0,3,1,0,1,1,25.0
1,2,2,1.0,17,1,1,1,1,30.0
3,1,4,2.0,69,1,0,1,1,97.0
6,2,2,1.0,3,1,0,1,1,27.0
1,1,2,1.0,2,1,0,1,1,40.0
2,1,7,2.0,74,1,0,1,1,119.0
1,1,2,1.0,6,0,1,1,1,95.0
2,2,2,1.0,12,1,1,1,1,26.0
5,2,2,1.0,1,1,0,1,1,70.0
4,1,3,2.0,0,1,1,1,1,40.0
8,2,4,1.0,30,1,1,0,1,23.0
4,1,2,1.0,18,1,0,1,1,60.0
2,2,1,1.0,37,1,1,1,1,24.0
4,1,1,1.0,1,1,1,1,1,85.0
1,1,6,3.0,130,1,1,1,1,200.0
3,2,2,1.0,2,1,0,1,1,40.0
4,1,2,1.0,5,1,1,1,1,55.0
3,2,2,1.0,1,1,0,1,1,35.0
8,1,5,2.0,7,1,1,1,1,46.0
1,1,2,1.0,1,1,0,1,1,60.0
1,2,2,1.0,1,1,1,1,1,29.0
3,2,1,1.0,0,1,0,1,1,25.0
1,1,1,1.0,28,1,0,1,1,35.0
1,1,2,1.0,0,1,0,0,1,49.0
2,2,2,1.0,0,1,1,1,1,29.0
2,3,5,1.0,40,1,0,1,0,24.0
4,2,2,1.0,9,1,1,1,1,25.0
4,2,1,1.0,0,1,1,1,1,29.0
1,2,1,1.0,1,1,1,1,1,19.0
3,1,2,1.0,0,1,0,1,1,38.0
2,1,3,1.0,1,1,1,0,1,75.0
2,2,2,1.0,2,1,0,1,1,32.0
2,1,4,2.0,0,1,1,1,1,65.0
4,2,2,1.0,0,1,1,1,1,31.0
3,1,4,2.0,1,1,0,1,1,55.0
5,1,3,1.0,0,1,0,1,1,60.0
1,1,2,2.0,1,1,0,1,1,47.0
11,3,2,1.0,18,1,0,1,1,20.0
3,1,4,2.0,1,1,1,1,1,35.0
2,2,2,1.0,76,1,0,1,1,34.0
2,2,1,1.0,3,1,1,1,1,19.0
2,2,2,1.0,40,1,1,1,1,23.0
2,1,2,0.0,3,1,1,1,1,49.0
5,1,2,1.0,28,1,0,1,1,88.0
4,1,2,2.0,1,1,1,1,1,35.0
4,2,3,1.0,3,1,0,1,1,30.0
3,2,3,1.0,7,1,1,1,1,38.0
1,1,3,1.0,0,1,1,1,1,50.0
1,2,2,1.0,0,1,1,0,1,25.0
6,2,4,2.0,7,1,0,1,1,29.0
1,1,3,1.0,3,1,1,1,1,15.0
1,1,4,2.0,1,1,1,1,1,85.0
3,2,1,1.0,53,1,0,1,1,34.0
2,1,6,3.0,40,1,0,1,1,595.0
1,1,2,1.0,20,1,1,1,1,42.0
3,1,2,2.0,0,1,0,1,1,31.0
2,1,4,3.0,51,1,1,1,1,118.0
9,2,1,1.0,10,1,0,1,0,45.0
2,1,2,2.0,2,1,0,1,1,40.0
8,2,2,1.0,20,1,1,1,1,17.0
3,2,5,1.0,1,1,1,1,1,20.0
1,1,4,1.0,1,1,1,0,1,50.0
1,2,2,1.0,3,1,1,1,1,28.0
4,2,2,1.0,6,1,1,1,1,29.0
2,2,2,1.0,0,1,1,1,1,69.0
2,2,2,1.0,7,1,1,0,0,55.0
5,3,1,1.0,0,1,0,0,0,60.0
4,1,2,1.0,7,1,0,1,1,55.0
3,1,1,1.0,0,1,0,0,1,25.0
4,1,2,1.0,7,1,1,1,1,50.0
1,1,2,1.0,3,1,0,1,1,65.0
1,2,2,1.0,2,1,1,1,1,38.0
3,1,6,2.0,115,1,1,1,1,97.0
1,1,4,2.0,3,1,0,1,1,130.0
4,2,2,1.0,0,1,1,1,1,60.0
3,1,2,1.0,0,1,0,1,1,35.0
6,1,2,1.0,9,1,1,1,1,45.0
1,2,2,1.0,1,1,1,1,1,28.0
1,2,2,1.0,12,1,0,1,1,38.0
2,2,1,1.0,4,1,1,1,1,12.0
4,2,2,1.0,16,1,1,1,1,29.0
1,1,2,1.0,1,1,0,1,1,70.0
3,1,3,1.0,63,1,0,1,1,100.0
4,1,5,2.0,3,1,1,1,1,68.0
1,1,2,1.0,25,1,0,1,1,45.0
4,2,3,1.0,1,1,1,1,1,25.0
1,1,4,1.0,105,1,0,0,1,95.0
4,2,1,1.0,0,1,0,1,1,23.0
1,1,3,1.0,4,1,0,1,1,55.0
1,1,4,1.0,32,1,0,0,1,85.0
4,2,1,1.0,3,1,1,1,1,18.0
2,1,2,0.0,1,1,1,1,1,35.0
5,2,3,1.0,1,1,0,1,1,90.0
2,2,1,1.0,17,1,1,1,1,17.0
1,1,2,0.0,22,1,1,0,1,50.0
5,1,2,1.0,1,1,1,1,1,50.0
2,2,1,0.0,11,1,1,1,1,23.0
2,1,2,1.0,1,1,0,1,1,65.0
1,1,3,1.0,44,1,1,1,1,80.0
4,1,2,1.0,0,1,1,1,1,60.0
1,2,2,1.0,10,1,1,1,1,50.0
1,1,2,1.0,7,1,0,1,1,60.0
3,1,2,0.0,12,1,0,1,1,33.0
1,1,2,1.0,2,1,0,1,1,91.0
5,1,2,1.0,1,1,0,1,0,50.0
9,2,1,1.0,1,1,1,1,1,15.0
3,2,2,1.0,59,1,0,0,1,59.0
6,2,2,1.0,209,1,0,1,0,65.0
2,2,2,1.0,4,1,1,1,1,35.0
6,2,2,1.0,217,1,0,1,0,65.0
6,2,3,1.0,166,1,0,1,1,75.0
2,2,2,1.0,2,1,1,1,1,35.0
8,1,3,2.0,0,1,1,1,1,60.0
1,2,1,1.0,5,1,0,1,1,31.0
2,1,2,2.0,9,1,0,1,1,69.0
1,2,1,1.0,2,0,1,1,1,20.0
2,2,1,1.0,0,1,1,1,1,30.0
3,2,2,1.0,2,1,0,0,1,45.0
9,1,1,1.0,0,1,1,0,1,22.0
6,2,2,1.0,2,1,1,1,1,25.0
1,2,4,1.0,45,1,1,1,1,59.0
2,1,2,1.0,0,1,0,1,1,50.0
6,2,2,1.0,3,1,1,1,1,30.0
6,2,1,1.0,43,1,0,0,1,20.0
1,2,1,1.0,0,1,0,0,1,20.0
4,2,2,1.0,18,1,1,0,1,35.0
2,1,2,1.0,4,1,0,1,1,49.0
2,2,1,1.0,2,1,0,1,1,22.0
10,1,2,1.0,0,1,0,1,1,30.0
1,2,1,1.0,1,0,0,1,1,65.0
4,2,3,1.0,5,1,1,1,1,24.0
6,1,1,0.0,121,1,0,0,1,59.0
1,1,3,2.0,4,1,0,1,1,70.0
1,1,1,1.0,0,1,0,1,1,60.0
4,2,1,1.0,2,0,1,1,1,20.0
1,2,3,1.0,58,1,0,1,1,35.0
9,1,6,2.0,1,1,0,1,1,72.0
1,2,2,1.0,2,1,1,1,1,29.0
1,2,2,1.0,1,1,1,1,1,36.0
4,1,2,1.0,1,1,0,0,1,60.0
10,1,3,2.0,0,1,1,1,1,40.0
1,2,4,1.0,8,1,1,1,1,25.0
6,2,2,1.0,1,1,1,1,1,24.0
10,2,1,1.0,8,1,1,1,1,24.0
3,1,3,3.0,6,1,1,1,1,95.0
4,2,2,1.0,0,1,0,1,1,32.0
1,2,2,1.0,3,1,1,1,1,30.0
10,1,4,2.0,0,1,0,0,1,50.0
3,1,5,1.0,0,1,0,1,1,90.0
5,1,2,0.0,12,1,0,1,1,40.0
7,2,2,1.0,23,1,0,1,1,38.0
2,2,2,1.0,2,1,1,1,1,30.0
1,1,3,0.0,10,1,1,1,1,33.0
2,2,1,1.0,2,1,1,1,1,22.0
1,1,2,0.0,1,1,1,1,1,40.0
2,2,2,1.0,4,1,0,1,1,45.0
2,2,2,1.0,19,1,0,1,1,70.0
10,2,4,2.0,34,1,0,1,1,48.0
1,2,2,1.0,18,1,0,1,1,45.0
5,1,5,3.0,18,1,0,1,1,165.0
6,2,2,1.0,133,1,0,1,0,55.0
4,1,4,2.0,1,1,0,1,1,100.0
3,1,3,1.0,1,1,1,1,1,79.0
3,2,2,1.0,10,1,0,1,1,39.0
2,2,2,1.0,36,1,0,1,1,38.0
6,1,5,3.0,8,1,1,1,1,140.0
4,2,2,1.0,1,1,1,1,1,30.0
1,2,2,1.0,8,1,0,0,1,33.0
1,2,3,1.0,23,1,1,1,1,50.0
4,2,2,1.0,184,1,1,1,1,30.0
1,1,4,2.0,13,1,1,1,1,70.0
1,1,2,2.0,0,1,0,1,1,60.0
3,2,3,1.0,172,1,1,1,0,35.0
2,2,2,1.0,41,1,0,1,1,45.0
4,2,1,1.0,1,1,1,1,1,45.0
5,2,5,1.0,55,1,0,1,1,25.0
1,2,2,1.0,9,1,1,1,1,35.0
1,1,3,1.0,0,1,0,1,1,75.0
4,1,2,0.0,1,1,1,1,1,60.0
1,2,2,1.0,0,1,0,1,1,25.0
1,1,2,1.0,3,1,1,0,1,70.0
4,1,2,1.0,8,1,1,1,1,59.0
1,2,2,1.0,27,1,0,1,1,37.0
4,2,2,1.0,0,0,1,1,1,35.0
4,1,4,2.0,54,1,1,1,1,80.0
3,1,4,2.0,3,1,1,1,1,45.0
1,2,1,1.0,2,1,1,1,1,16.0
1,1,2,1.0,9,1,1,1,1,54.0
2,2,2,1.0,0,1,0,1,1,55.0
3,1,4,2.0,16,1,0,1,1,140.0
2,1,5,2.0,12,1,0,1,1,177.0
1,1,3,2.0,3,1,0,1,1,85.0
1,1,2,1.0,17,1,1,1,1,35.0
1,1,4,2.0,56,1,1,1,1,105.0
1,1,2,2.0,5,1,1,1,1,67.0
2,1,4,2.0,0,1,0,1,1,55.0
1,1,2,0.0,1,1,0,1,1,35.0
1,2,2,1.0,3,1,1,1,1,35.0
3,2,2,1.0,5,1,1,1,1,22.0
4,2,2,1.0,3,1,1,1,1,34.0
3,1,2,0.0,0,1,0,1,1,59.0
2,2,3,1.0,0,1,1,1,1,29.0
3,1,6,3.0,26,1,1,1,1,85.0
2,2,2,1.0,1,1,0,1,1,30.0
4,2,2,1.0,1,1,1,1,1,30.0
2,2,2,1.0,2,1,0,1,1,25.0
3,2,2,1.0,0,1,0,1,1,41.0
1,1,3,0.0,8,1,1,0,1,45.0
1,2,2,1.0,107,1,1,1,1,42.0
4,2,2,1.0,1,1,1,1,1,15.0
4,2,1,1.0,9,1,1,1,1,24.0
2,1,4,2.0,0,1,0,1,1,90.0
4,1,4,2.0,4,1,1,1,1,60.0
1,1,2,1.0,2,1,1,0,1,46.0
2,1,8,3.0,26,0,0,1,1,240.0
10,1,3,1.0,0,0,0,1,1,55.0
10,1,3,1.0,0,0,0,1,1,55.0
9,1,5,3.0,9,1,0,1,1,75.0
4,1,2,1.0,0,1,1,1,1,28.0
4,2,1,1.0,1,1,1,1,1,17.0
1,2,1,1.0,2,1,1,1,1,30.0
2,1,3,1.0,1,1,1,1,1,50.0
1,2,2,1.0,23,1,0,1,1,65.0
5,2,3,1.0,99,1,0,1,1,45.0
1,1,2,0.0,0,1,1,1,1,53.0
1,1,2,1.0,3,1,0,1,1,100.0
1,1,2,1.0,1,1,0,1,1,36.0
2,1,4,1.0,9,1,1,1,1,85.0
4,2,2,1.0,15,1,1,1,1,24.0
1,2,2,1.0,4,1,1,1,1,30.0
1,1,4,1.0,1,1,1,0,1,40.0
3,1,5,3.0,37,1,0,1,1,150.0
4,2,2,1.0,0,1,0,1,1,25.0
3,1,6,3.0,5,1,1,1,1,80.0
3,1,2,1.0,14,1,0,1,1,73.0
3,1,2,1.0,14,1,0,1,1,89.0
5,1,4,1.0,50,1,0,1,1,89.0
8,1,4,2.0,3,1,1,1,1,115.0
2,2,3,1.0,14,1,1,1,1,25.0
3,1,2,1.0,30,1,0,1,1,45.0
5,2,1,1.0,4,1,1,1,1,25.0
2,3,1,1.0,1,1,0,1,1,33.0
2,3,2,1.0,0,0,0,1,1,10.0
2,2,5,1.0,1,1,1,1,1,31.0
8,2,2,1.0,20,1,1,1,1,25.0
9,2,1,1.0,2,1,1,1,1,59.0
2,2,2,1.0,8,1,1,1,1,24.0
8,1,2,1.0,2,1,0,1,1,50.0
2,2,2,1.0,1,1,1,1,1,40.0
3,1,4,1.0,3,1,0,1,1,95.0
2,1,3,1.0,2,0,0,0,1,90.0
2,2,2,1.0,4,0,0,1,1,25.0
1,2,1,1.0,1,0,1,0,0,25.0
1,1,2,1.0,7,1,0,1,1,80.0
2,2,1,1.0,3,1,1,1,1,33.0
2,1,7,3.0,0,0,1,1,1,106.0
1,2,2,1.0,33,1,1,0,1,39.0
7,1,2,1.0,1,1,0,1,1,67.0
5,1,2,1.0,5,1,0,1,1,69.0
2,1,3,1.0,11,1,1,0,1,70.0
3,2,2,1.0,137,1,1,1,1,39.0
1,1,4,1.0,92,1,0,1,1,89.0
3,2,1,1.0,84,1,0,1,1,34.0
2,2,2,1.0,11,1,1,1,1,50.0
4,2,2,1.0,8,1,1,0,1,24.0
1,1,2,1.0,4,1,1,1,1,30.0
4,2,1,1.0,9,1,1,1,1,34.0
1,1,3,1.0,16,1,1,1,1,98.0
3,1,2,1.0,1,1,0,1,1,42.0
4,1,2,1.0,5,1,1,0,1,55.0
1,2,2,1.0,3,1,1,1,1,50.0
6,1,4,1.0,18,1,0,1,1,95.0
7,2,4,2.0,14,1,0,1,1,90.0
3,2,2,1.0,1,1,1,1,1,15.0
1,1,2,1.0,0,1,0,0,1,50.0
5,1,4,2.0,0,1,0,1,1,120.0
5,2,2,1.0,34,1,0,1,1,30.0
2,1,4,1.0,3,1,0,1,0,89.0
2,2,1,1.0,6,0,0,1,1,23.0
5,2,1,1.0,0,1,1,1,1,30.0
3,1,2,1.0,9,1,0,0,1,120.0
1,2,2,1.0,2,1,1,1,1,50.0
4,2,1,1.0,2,1,1,1,1,22.0
3,1,5,3.0,0,1,1,1,1,100.0
7,1,2,2.0,0,1,1,1,1,45.0
4,1,2,1.0,10,1,0,1,1,55.0
1,2,1,1.0,0,0,1,0,1,100.0
1,2,2,1.0,3,0,0,1,1,30.0
1,2,2,1.0,8,1,1,1,1,41.0
1,1,1,1.0,3,0,0,1,1,25.0
6,1,2,1.0,1,1,0,1,1,48.0
5,2,2,1.0,1,1,1,1,0,42.0
2,2,2,1.0,4,1,0,1,1,75.0
2,2,1,1.0,9,1,1,0,1,30.0
3,2,2,1.0,14,1,0,1,1,49.0
2,2,1,1.0,0,1,1,1,1,24.0
1,1,5,2.0,3,1,0,1,1,95.0
3,1,3,1.0,6,1,0,1,1,59.0
4,2,2,1.0,47,1,1,1,1,35.0
4,2,4,2.0,7,1,0,1,1,120.0
4,2,4,1.0,9,1,1,1,1,40.0
1,2,2,1.0,9,1,1,1,1,29.0
3,1,2,1.0,185,1,0,1,1,79.0
2,2,2,1.0,2,1,1,1,1,22.0
1,1,2,1.0,7,1,0,1,1,50.0
8,2,2,1.0,1,1,1,1,1,30.0
1,2,1,1.0,6,1,1,1,1,28.0
1,1,4,2.0,105,1,0,1,1,129.0
3,2,2,1.0,3,1,1,1,1,39.0
1,2,3,1.0,0,0,1,0,0,18.0
9,1,2,0.0,19,1,0,1,1,70.0
1,1,3,1.0,27,1,1,1,1,129.0
4,1,2,1.0,0,1,1,1,1,45.0
3,2,2,1.0,1,1,0,1,1,27.0
5,1,4,3.0,24,1,0,1,1,85.0
4,2,2,1.0,0,1,1,1,1,35.0
5,2,2,1.0,48,1,0,1,1,49.0
4,2,2,1.0,2,1,0,0,1,31.0
8,1,2,1.0,67,1,0,0,1,50.0
2,2,2,1.0,47,1,0,1,1,45.0
4,1,4,1.0,10,1,1,1,1,85.0
7,1,5,2.0,16,1,0,1,1,145.0
5,2,3,1.0,14,1,1,1,1,50.0
6,2,2,1.0,2,1,1,1,1,25.0
1,2,2,1.0,37,1,1,1,0,45.0
5,2,2,1.0,6,1,1,1,1,25.0
1,2,2,1.0,0,1,1,0,1,40.0
4,2,1,1.0,3,1,1,1,1,43.0
3,1,4,2.0,5,1,0,1,1,65.0
4,2,2,1.0,5,1,1,1,1,40.0
2,2,2,1.0,161,1,1,1,1,70.0
1,2,1,1.0,40,1,1,0,1,35.0
6,2,2,1.0,12,1,1,1,1,33.0
9,1,4,2.0,1,1,0,1,1,50.0
5,1,4,1.0,28,1,0,1,1,85.0
2,3,6,1.0,55,1,0,1,0,19.0
4,1,1,0.0,0,1,1,1,1,45.0
4,1,4,2.0,5,1,1,1,1,43.0
2,2,1,1.0,14,1,0,1,1,24.0
6,1,5,1.0,125,1,0,0,1,80.0
8,2,1,1.0,0,1,0,1,1,45.0
9,2,4,2.0,27,1,1,1,1,57.0
3,2,1,1.0,25,1,0,1,1,25.0
2,1,4,1.0,0,1,0,1,0,75.0
1,2,2,1.0,48,1,1,1,1,44.0
1,1,2,2.0,1,1,1,1,1,120.0
2,2,1,1.0,0,1,1,1,1,15.0
5,2,2,1.0,0,1,1,1,1,27.0
6,1,2,1.0,12,1,0,1,1,40.0
4,2,2,1.0,5,1,0,1,1,28.0
3,1,2,0.0,1,1,1,0,1,48.0
4,2,1,1.0,1,0,1,1,1,20.0
1,1,2,1.0,0,1,0,1,1,90.0
3,2,2,1.0,14,1,0,1,1,52.0
4,1,3,2.0,2,1,1,1,1,49.0
2,2,2,1.0,26,1,1,1,1,75.0
4,2,2,1.0,7,1,1,1,1,20.0
1,2,2,1.0,39,1,1,1,1,34.0
1,2,1,1.0,0,1,0,1,1,18.0
6,2,2,1.0,4,1,1,1,1,30.0
7,2,2,1.0,3,1,1,0,1,20.0
2,1,4,1.0,0,1,1,1,1,45.0
2,1,2,1.0,3,1,0,0,1,60.0
4,1,2,1.0,1,1,1,1,1,50.0
1,2,3,1.0,1,1,1,1,1,38.0
7,1,4,0.0,2,0,1,1,1,30.0
9,2,1,1.0,20,1,0,1,1,29.0
6,2,2,1.0,19,1,0,1,1,39.0
3,1,4,1.0,1,1,1,1,1,40.0
5,1,2,1.0,0,1,0,1,1,60.0
1,1,2,1.0,0,1,0,1,1,45.0
2,1,2,1.0,1,1,0,1,1,80.0
3,2,1,1.0,0,1,1,0,1,50.0
3,1,2,1.0,11,0,1,0,1,60.0
4,1,2,1.0,5,1,1,0,1,50.0
3,2,1,1.0,0,1,1,0,1,30.0
2,2,1,1.0,2,0,1,0,1,16.0
5,2,2,1.0,58,1,0,1,1,60.0
2,2,2,1.0,32,1,1,1,1,30.0
2,2,1,1.0,1,1,1,1,1,15.0
2,2,3,1.0,16,1,1,1,1,20.0
1,1,4,1.0,7,1,1,1,1,60.0
5,2,1,1.0,1,1,1,1,0,25.0
1,1,3,1.0,2,1,1,1,1,37.0
4,1,4,2.0,1,1,0,1,1,50.0
1,1,3,2.0,1,1,1,1,1,95.0
2,2,2,1.0,19,1,1,1,1,25.0
2,1,2,1.0,9,1,0,1,1,85.0
6,2,2,1.0,6,1,1,1,1,35.0
2,2,2,1.0,5,1,1,1,1,20.0
6,1,2,1.0,2,1,0,1,1,70.0
3,1,2,1.0,6,1,0,1,1,39.0
2,2,2,1.0,22,1,1,1,1,30.0
2,2,2,1.0,7,1,1,1,1,35.0
3,1,2,1.0,5,1,1,1,1,38.0
5,2,2,1.0,0,1,0,1,1,38.0
4,2,1,1.0,1,1,1,1,1,21.0
3,1,2,1.0,1,1,1,1,1,49.0
4,1,2,1.0,0,1,1,0,1,80.0
4,2,2,1.0,1,1,1,1,1,21.0
1,1,2,1.0,0,1,0,1,1,80.0
2,2,1,1.0,0,1,1,1,1,25.0
4,2,1,1.0,1,1,1,1,1,25.0
1,1,2,1.0,11,1,1,1,1,96.0
6,2,2,1.0,75,1,0,1,1,30.0
1,1,4,2.0,0,1,1,1,1,96.0
3,1,2,1.0,2,1,1,1,1,23.0
4,2,4,1.0,3,1,1,0,1,55.0
5,1,4,1.0,53,1,0,1,1,81.0
8,1,2,1.0,32,1,1,1,1,80.0
9,1,3,1.0,0,1,0,1,1,58.0
4,1,4,3.0,0,1,0,0,1,65.0
1,2,1,1.0,1,1,1,0,1,25.0
3,1,7,4.0,54,1,0,1,1,275.0
4,2,1,1.0,6,1,1,0,1,29.0
2,2,2,1.0,7,1,1,1,1,35.0
2,2,4,2.0,1,0,0,0,1,36.0
3,2,2,1.0,2,1,1,1,1,25.0
4,1,2,1.0,2,1,1,1,1,60.0
2,2,2,1.0,42,1,1,1,1,28.0
4,1,3,2.0,0,1,1,0,1,32.0
10,1,2,1.0,9,1,1,0,1,24.0
4,2,1,1.0,18,1,1,0,0,30.0
7,2,1,1.0,0,1,1,1,1,17.0
3,1,2,1.0,0,1,1,0,1,75.0
2,1,3,1.0,4,1,1,1,1,30.0
1,2,1,1.0,0,1,1,1,1,40.0
5,1,8,3.0,94,1,0,1,1,91.0
3,1,5,1.0,90,1,0,1,1,129.0
2,1,2,1.0,1,1,0,1,0,55.0
2,2,1,1.0,2,1,0,1,1,25.0
1,2,2,1.0,0,1,1,1,1,25.0
3,1,2,1.0,0,1,1,1,1,80.0
4,1,2,1.0,4,0,1,0,1,50.0
10,2,1,1.0,0,1,1,1,1,25.0
2,1,4,2.0,3,1,1,1,1,65.0
1,1,3,2.0,2,1,0,1,1,34.0
11,1,6,3.0,31,1,0,0,1,52.0
3,2,1,1.0,71,1,0,1,1,29.0
5,1,4,2.0,0,1,1,1,1,250.0
1,1,4,2.0,5,1,0,1,1,82.0
2,2,5,1.0,81,1,1,0,1,54.0
5,2,2,1.0,0,1,1,1,1,20.0
4,1,2,1.0,9,1,1,1,1,32.0
6,1,2,1.0,172,1,0,0,1,55.0
3,1,6,4.0,14,1,0,0,1,149.0
4,1,2,1.0,53,1,1,1,1,35.0
1,2,2,1.0,0,1,0,1,1,45.0
1,1,3,1.0,0,1,0,1,1,50.0
1,1,2,0.0,6,0,1,0,1,31.0
1,1,4,3.0,1,1,1,1,1,200.0
2,1,4,1.0,11,1,0,1,1,99.0
4,1,6,3.0,0,1,1,1,1,45.0
5,2,1,1.0,1,0,0,1,1,50.0
2,1,4,2.0,3,1,0,1,1,250.0
2,1,5,1.0,0,1,1,1,1,100.0
2,1,5,2.0,61,1,0,0,1,170.0
2,1,4,2.0,18,1,0,1,1,250.0
3,2,2,1.0,64,1,1,1,1,55.0
4,2,2,1.0,18,1,1,1,1,36.0
6,2,4,1.0,5,1,0,1,1,31.0
1,2,2,1.0,38,1,0,1,1,55.0
1,1,4,1.0,0,1,0,1,1,300.0
1,2,2,1.0,1,1,0,1,1,35.0
1,2,2,1.0,1,1,1,1,1,19.0
4,2,2,1.0,5,1,1,1,1,30.0
5,1,2,1.0,21,1,0,1,1,39.0
1,1,2,1.0,3,0,1,1,1,59.0
1,2,4,1.0,132,1,1,1,1,30.0
4,2,2,1.0,4,1,1,1,1,65.0
1,2,2,1.0,1,1,1,1,0,30.0
2,2,3,1.0,5,1,1,1,1,25.0
6,1,10,4.0,26,1,0,1,1,285.0
3,2,2,1.0,0,0,1,1,1,15.0
1,1,4,2.0,4,1,1,1,1,70.0
1,2,2,1.0,5,1,1,1,1,25.0
4,2,2,1.0,25,1,1,1,1,40.0
1,2,3,1.0,33,1,0,1,1,18.0
3,2,2,1.0,104,1,0,1,1,35.0
1,2,2,1.0,112,1,1,1,1,39.0
2,1,4,2.0,0,1,0,1,1,75.0
2,2,2,1.0,27,1,1,1,1,38.0
3,2,4,1.0,104,1,1,1,1,45.0
3,1,4,1.0,0,1,0,1,1,42.0
2,1,5,2.0,130,1,0,1,1,99.0
7,2,2,1.0,1,1,0,1,1,20.0
4,2,2,1.0,1,1,1,1,1,19.0
3,1,2,1.0,1,0,1,1,1,36.0
1,1,2,1.0,4,1,0,0,1,65.0
3,1,4,2.0,1,1,1,1,1,90.0
1,1,3,1.0,2,0,1,1,1,30.0
2,1,2,1.0,75,1,0,1,1,90.0
2,1,2,0.0,9,1,1,1,1,69.0
